"vo_avg s valence electrons","vo_avg p valence electrons","vo_avg d valence electrons","vo_avg f valence electrons","PymatgenData mean Z","PymatgenData mean ionization_energy","PymatgenData mean electron_affinity","band center","PymatgenData mean atomic_radius","PymatgenData mean max_oxidation_state","PymatgenData mean X","PymatgenData mean mendeleev_no","PymatgenData mean row","PymatgenData mean group","PymatgenData mean atomic_mass","min_diff_X_all_atoms","reactionEnergy"
1.8,0,6.6,14,76.4,8.54235,1.287149992,5.03023497689396,1.31,7.6,2.216,64,6,8.4,191.2008,0.0799999999999996,-0.272538880460132
2,0,5.8,14,75.8,8.317288,0.87420832,4.71071280774119,1.31,7.8,2.14,62,6,7.8,189.4254,0.3,-0.375438864658435
1.8,0,6.4,11.2,69.8,8.242364,1.090707392,4.77567924172431,1.31,7.6,2.216,63.4,5.8,8.2,172.7651,0.0799999999999996,-0.196693134460446
1.8,0,6.2,11.2,69.6,8.222684,1.071383392,4.75488533561827,1.3,8,2.2,62.8,5.8,8,172.398,0,-0.322433946056634
2,0,5,11.2,65,8.062882,0.898005038,4.55014484611508,1.36,7,2.032,54.2,5.6,7,161.1751824,0.84,-0.539843243054719
2,0.4,6.8,11.2,70.8,8.2193676,1.084543032,4.7600304415974,1.33,7.2,2.152,67,5.8,9.2,175.926,0.24,-0.411295305158063
2,0,5.4,14,75.4,8.2604982,0.927900838,4.73181089449151,1.33,7.4,2.06,60.8,6,7.4,188.373576,0.7,-0.570462580656539
2,0,5.8,11.2,69.4,8.17446,0.972528992,4.6867494150193,1.31,7.8,2.14,62.2,5.8,7.8,171.784,0.3,-0.409811332257021
2,0,5.2,11.2,65.2,8.116208,0.877237992,4.57119071821367,1.32,7.2,2.068,60.6,5.6,7.2,161.7574,0.66,-0.568260771556169
2,0,5.4,11.2,65.4,8.0998214,0.967661392,4.61836101612735,1.31,7.4,2.086,61.2,5.6,7.4,162.3723,0.57,-0.517219154359708
2,0,5.6,14,75.6,8.32339,1.025429156,4.7975879940737,1.31,7.6,2.232,61.4,6,7.6,188.952,0.16,-0.470592584154446
2,0,5,11.2,68.6,7.994036,0.924387432,4.51955095762179,1.4,7,2.004,55.4,5.8,7,169.96517,0.98,-0.637413061357592
2,0,6.8,11.2,66.8,8.6294234,0.738128992,4.86123171825585,1.31,6.8,2.09,65.6,5.6,8.8,165.2658,0.55,-0.319757298259873
2,0,5.2,11.2,68.8,8.0774092,0.948786792,4.59131691995577,1.35,7.2,2.026,60.2,5.8,7.2,170.4288,0.87,-0.635632892556686
2,2,10,14,82,7.4166799,0.3567212,3.89044361525705,1.8,4,2.33,82,6,14,207.2,0,0.754159966342769
0.4,0.4,10,2.8,53.2,8.15280718,0.5210572,4.32968513217323,1.48,4,2.226,71.6,5.2,10.8,126.576,0.13,-0.314621421660348
1.2,0.4,9.2,14,78.8,8.65039998,1.77142824,5.18620535606642,1.44,5.6,2.29,70.8,6,10.8,197.5072,0.0500000000000003,-0.36927752706012
1.2,0.4,8.4,2.8,52.4,7.45045598,0.98565784,4.21344391614551,1.44,5.6,2.29,68.4,5.2,10,123.7644,0.0500000000000003,-0.463439391557557
1.2,0.4,7.6,2.8,51.6,7.37173598,0.90836184,4.14053835548853,1.4,7.2,2.226,66,5.2,9.2,122.296,0.13,-0.452566538856416
2,0.4,2.8,2.8,33.2,6.73252798,0.214848424,3.47214222412103,1.64,3.2,1.554,31.6,4.4,5.2,77.4047296,0.97,-1.16935303015904
2,2,10,2.8,56.4,7.35847038,0.9610004,4.15848882944469,1.52,4,2.034,82.8,5.2,14,136.408,0.37,0.540198215640913
2,0.4,4.4,14,74.8,7.52299278,0.334431624,4.06074892475879,1.52,4.8,1.666,58,6,6.8,186.198304,0.83,-1.04224035655986
2,0.4,6,2.8,50.8,7.17883998,0.51294424,3.90826095601608,1.44,6.4,1.986,63.6,5.2,8.4,119.84,0.43,-0.529143863058351
2,0.4,3.6,2.8,34,6.94583198,0.13178024,3.53682835297405,1.48,4,1.698,57.2,4.4,6,79.7336,0.79,-1.10636765625802
2,1.2,10,14,81.2,6.36996582,0.327386792,3.28920961511093,1.88,3.2,1.762,78.8,6,13.2,204.94664,0.71,0.663730959441665
2,0.4,4.4,2.8,34.8,6.88028558,0.49347384,3.68509028865338,1.44,4.8,1.77,59.6,4.4,6.8,82.1932,0.7,-0.939029210257075
2,0.4,5.2,14,75.6,7.77455998,0.724544896,4.29129543514494,1.44,5.6,2.354,60.4,6,7.6,188.512,0.0299999999999998,-0.761863373058958
2,0.4,2.8,2.8,47.6,6.45714398,0.320378,3.37969701538899,1.8,3.2,1.442,36.4,5.2,5.2,112.56468,1.11,-1.10324106825553
2,0.4,10,2.8,40.4,8.99869358,-0.42465576,4.52357619748094,1.44,2.4,1.786,77.2,4.4,12.4,93.7672,0.68,0.502071801443009
2,0.4,3.6,2.8,48.4,6.79063678,0.41797544,3.59952922618899,1.6,4,1.53,55.6,5.2,6,114.4192,1,-1.07879925905851
1,1,10,7,64,7.87675945,0.4594312,4.15944004296744,1.6,4,2.265,75.5,5.5,12,156.81,0.13,0.14593056994002
1.5,1,9.5,14,80,8.18775495,1.2409131,4.65619049957303,1.575,5,2.305,75,6,12,201.142,0.0500000000000003,-0.210926048758637
1.5,1,9,7,63.5,7.43778995,0.7498066,4.08929021183881,1.575,5,2.305,73.5,5.5,11.5,155.05275,0.0500000000000003,0.0338445668394627
1.5,1,8.5,7,63,7.38858995,0.7014966,4.04492226279438,1.55,6,2.265,72,5.5,11,154.135,0.13,-0.217684676258585
2,1,5.5,7,51.5,6.98908495,0.268050715,3.62345701296283,1.7,3.5,1.845,50.5,5,8.5,126.077956,0.97,-0.458422020658844
2,2,10,7,66,7.38029895,0.7343957,4.05587333990835,1.625,4,2.145,82.5,5.5,14,162.955,0.37,0.555438631342469
2,1,6.5,14,77.5,7.48312545,0.342790215,3.99602786768794,1.625,4.5,1.915,67,6,9.5,194.07394,0.83,-0.362977547457348
2,1,7.5,7,62.5,7.26802995,0.4543606,3.90156991082647,1.575,5.5,2.115,70.5,5.5,10.5,152.6,0.43,-0.432119496856984
2,1,6,7,52,7.12239995,0.2161331,3.66550158531249,1.6,4,1.935,66.5,5,9,127.5335,0.79,-0.392513463756558
2,1.5,10,14,81.5,6.7624836,0.338387195,3.50293349010481,1.85,3.5,1.975,80,6,13.5,205.79165,0.71,0.708380486544257
2,1,6.5,7,52.5,7.08143345,0.4421916,3.7607958172185,1.575,4.5,1.98,68,5,9.5,129.07075,0.7,0.28725479694279
2,1,7,14,78,7.64035495,0.58661101,4.13635144228331,1.575,5,2.345,68.5,6,10,195.52,0.0299999999999998,-0.473174944358988
2,1,5.5,7,60.5,6.81696995,0.3340067,3.56285606012525,1.8,3.5,1.775,53.5,5.5,8.5,148.052925,1.11,-0.515090407759061
2,1,10,7,56,8.40543845,-0.1316394,4.27489907365189,1.575,3,1.99,79,5,13,136.3045,0.68,0.474653611040623
2,1,6,7,61,7.02540295,0.3950051,3.70598141550079,1.675,4,1.83,65.5,5.5,9,149.212,1,-0.479437372257024
1.6,1.6,10,11.2,74.8,7.60071172,0.3978052,3.99588906419092,1.72,4,2.304,79.4,5.8,13.2,187.044,0.13,0.377431690344594
1.8,1.6,9.8,14,81.2,7.72510992,0.71039796,4.18034159464096,1.71,4.4,2.32,79.2,6,13.2,204.7768,0.0500000000000003,-0.0984637121609637
2,1.6,9,14,80.6,7.50004792,0.297456288,3.91480493079628,1.71,4.6,2.244,77.2,6,12.6,203.0014,0.43,-0.556362457958102
1.8,1.6,9.6,11.2,74.6,7.42512392,0.51395536,3.96879483136408,1.71,4.4,2.32,78.6,5.8,13,186.3411,0.0500000000000003,-0.0153880375573578
1.8,1.6,9.4,11.2,74.4,7.40544392,0.49463136,3.9515142011332,1.7,4.8,2.304,78,5.8,12.8,185.974,0.13,0.868811730842054
2,1.6,8.2,11.2,69.8,7.24564192,0.321253006,3.7813660493453,1.76,3.8,2.136,69.4,5.6,11.8,174.7511824,0.97,0.228363375642431
2,2,10,11.2,75.6,7.40212752,0.507791,3.9557900054708,1.73,4,2.256,82.2,5.8,14,189.502,0.37,0.531225806041249
2,1.6,8.6,14,80.2,7.44325812,0.351148806,3.93233834822406,1.73,4.2,2.164,76,6,12.2,201.949576,0.83,-0.42376165645598
2,1.6,9,11.2,74.2,7.35721992,0.39577696,3.89489032088161,1.71,4.6,2.244,77.4,5.8,12.6,185.36,0.43,-0.269227255058439
2,1.6,8.4,11.2,70,7.29896792,0.30048596,3.79885607415196,1.72,4,2.172,75.8,5.6,12,175.3334,0.79,-0.033616127256181
2,1.8,10,14,81.8,7.15500138,0.349387598,3.7305445599228,1.82,3.8,2.188,81.2,6,13.8,206.63666,0.71,0.682650762541954
2,1.6,8.6,11.2,70.2,7.28258132,0.39090936,3.83805662031053,1.71,4.2,2.19,76.4,5.6,12.2,175.9483,0.7,-0.12513154865789
2,1.6,8.8,14,80.4,7.50614992,0.448677124,3.98700194676794,1.71,4.4,2.336,76.6,6,12.4,202.528,0.0299999999999998,-0.499093243360193
2,1.6,8.2,11.2,73.4,7.17679592,0.3476354,3.75594121229539,1.8,3.8,2.108,70.6,5.8,11.8,183.54117,1.11,0.386519204040297
2,1.6,10,11.2,71.6,7.81218332,0.16137696,4.03989261860704,1.71,3.6,2.194,80.8,5.6,13.6,178.8418,0.68,0.422480952643156
2,1.6,8.4,11.2,73.6,7.26016912,0.37203476,3.81558181334131,1.75,4,2.13,75.4,5.8,12,184.0048,1,-0.0798130297580144
0,0,10,0,46,8.336839,0.5621412,4.44703565505804,1.4,4,2.2,69,5,10,106.42,0,-0.289728039456321
0.8,0,9.2,11.2,71.6,8.8344318,1.81251224,5.32677075325893,1.36,5.6,2.264,68.2,5.8,10,177.3512,0.0799999999999996,-0.285642250258178
1.6,0,6,11.2,69.2,7.9341838,0.160745552,4.09691947157125,1.36,6.4,1.96,60.2,5.8,7.6,170.2496,0.3,-0.739536840758746
0.8,0,8.4,0,45.2,7.6344878,1.02674184,4.32764387101783,1.36,5.6,2.264,65.8,5,9.2,103.6084,0.0799999999999996,-0.380253510857955
0.8,0,7.6,0,44.4,7.5557678,0.94944584,4.25276229931082,1.32,7.2,2.2,63.4,5,8.4,102.14,0,-0.415653208255179
1.6,0,2.8,0,26,6.9165598,0.255932424,3.56625015416502,1.56,3.2,1.528,29,4.2,4.4,57.2487296,0.84,-1.1533185860562
1.6,1.6,10,0,49.2,7.5425022,1.0020844,4.27119929767707,1.44,4,2.008,80.2,5,13.2,116.252,0.24,0.518728297644913
1.6,0,4.4,11.2,67.6,7.7070246,0.375515624,4.17081027912458,1.44,4.8,1.64,55.4,5.8,6,166.042304,0.7,-1.00535995175866
1.6,0,6,0,43.6,7.3628718,0.55402824,4.01418932095669,1.36,6.4,1.96,61,5,7.6,99.684,0.3,-0.713251188258226
1.6,0,3.6,0,26.8,7.1298638,0.17286424,3.632689516986,1.4,4,1.672,54.6,4.2,5.2,59.5776,0.66,-1.06127757675765
1.6,0.8,10,11.2,74,6.55399764,0.368470792,3.37835939308042,1.8,3.2,1.736,76.2,5.8,12.4,184.79064,0.58,0.214396452644934
1.6,0,4.4,0,27.6,7.0643174,0.53455784,3.78496990092305,1.36,4.8,1.744,57,4.2,6,62.0372,0.57,-0.998508397357881
1.6,0,5.2,11.2,68.4,7.9585918,0.765628896,4.4076054548795,1.36,5.6,2.328,57.8,5.8,6.8,168.356,0.16,-0.952208635858341
1.6,0,2.8,0,40.4,6.6411758,0.361462,3.4712993374611,1.72,3.2,1.416,33.8,5,4.4,92.40868,0.98,-1.05380914036047
1.6,0,10,0,33.2,9.1827254,-0.38357176,4.64618188724325,1.36,2.4,1.76,74.6,4.2,11.6,73.6112,0.55,0.328297863242398
1.6,0,3.6,0,41.2,6.9746686,0.45905944,3.69708981637917,1.52,4,1.504,53,5,5.2,94.2632,0.87,-1.00156069836063
0.5,0,9.5,7,62,8.6478345,1.3436231,4.97813286270415,1.375,5,2.24,68.5,5.5,10,150.752,0.0799999999999996,-0.306656241459649
1,0,7.5,7,60.5,8.0851795,0.31126892,4.22486048007395,1.375,5.5,2.05,63.5,5.5,8.5,146.3135,0.3,-0.534697298257896
0.5,0,9,0,45.5,7.8978695,0.8525166,4.37203546344505,1.375,5,2.24,67,5,9.5,104.66275,0.0799999999999996,-0.348211698160384
0.5,0,8.5,0,45,7.8486695,0.8042066,4.32459978717512,1.35,6,2.2,65.5,5,9,103.745,0,-0.400912121355731
1,0,5.5,0,33.5,7.4491645,0.370760715,3.87399322138563,1.5,3.5,1.78,44,4.5,6.5,75.687956,0.84,-0.424848343055572
1,1,10,0,48,7.8403785,0.8371057,4.33630805316381,1.425,4,2.08,76,5,12,112.565,0.24,0.407176726142126
1,0,6.5,7,59.5,7.943205,0.445500215,4.27232469338251,1.425,4.5,1.85,60.5,5.5,7.5,143.68394,0.7,-0.686865125556295
1,0,7.5,0,44.5,7.7281095,0.5570706,4.17133564251806,1.375,5.5,2.05,64,5,8.5,102.21,0.3,-0.531311249756044
1,0,6,0,34,7.5824795,0.3188431,3.91894487603364,1.4,4,1.87,60,4.5,7,77.1435,0.66,-0.60029020305862
1,0.5,10,7,63.5,7.22256315,0.441097195,3.74513635654657,1.65,3.5,1.91,73.5,5.5,11.5,155.40165,0.58,0.144230130642455
1,0,6.5,0,34.5,7.541513,0.5449016,4.0208280243973,1.375,4.5,1.915,61.5,4.5,7.5,78.68075,0.57,-0.595920054859533
1,0,7,7,60,8.1004345,0.68932101,4.42235064231424,1.375,5,2.28,62,5.5,8,145.13,0.16,-0.65702090425745
1,0,5.5,0,42.5,7.2770495,0.4367167,3.80920214489088,1.6,3.5,1.71,47,5,6.5,97.662925,0.98,-0.559393397858884
1,0,10,0,38,8.865518,-0.0289294,4.57047785421182,1.375,3,1.925,72.5,4.5,11,85.9145,0.55,0.0239496913427786
1,0,6,0,43,7.4854825,0.4977151,3.96222359776024,1.475,4,1.765,59,5,7,98.822,0.87,-0.732703382057451
0.2,0,9.8,2.8,52.4,8.4612372,0.87473396,4.65231337083044,1.39,4.4,2.216,68.8,5.2,10,124.1528,0.0799999999999996,-0.304211162553628
0.4,0,9,2.8,51.8,8.2361752,0.461792288,4.35679690556502,1.39,4.6,2.14,66.8,5.2,9.4,122.3774,0.3,-0.420840922556607
0.2,0,9.6,0,45.8,8.1612512,0.67829136,4.41688241068818,1.39,4.4,2.216,68.2,5,9.8,105.7171,0.0799999999999996,-0.300960898860438
0.2,0,9.4,0,45.6,8.1415712,0.65896736,4.39765075096388,1.38,4.8,2.2,67.6,5,9.6,105.35,0,-0.292937894459982
0.4,0,8.2,0,41,7.9817692,0.485589006,4.20829241656371,1.44,3.8,2.032,59,4.8,8.6,94.1271824,0.84,-0.461962085460044
0.4,0.4,10,0,46.8,8.1382548,0.672127,4.40240930507734,1.41,4,2.152,71.8,5,10.8,108.878,0.24,-0.257214245458243
0.4,0,8.6,2.8,51.4,8.1793854,0.515484806,4.37630989283864,1.41,4.2,2.06,65.6,5.2,9,121.325576,0.7,-0.249464443356345
0.4,0,9,0,45.4,8.0933472,0.56011296,4.33463388278724,1.39,4.6,2.14,67,5,9.4,104.736,0.3,-0.30181656075635
0.4,0,8.4,0,41.2,8.0350952,0.46482196,4.22775711207293,1.4,4,2.068,65.4,4.8,8.8,94.7094,0.66,-0.284559373259043
0.4,0.2,10,2.8,53,7.89112866,0.513723598,4.15173304470067,1.5,3.8,2.084,70.8,5.2,10.6,126.01266,0.58,-0.29017825185926
0.4,0,8.6,0,41.4,8.0187086,0.55524536,4.2713835050144,1.39,4.2,2.086,66,4.8,9,95.3243,0.57,-0.221367192759288
0.4,0,8.8,2.8,51.6,8.2422772,0.613013124,4.43714515824599,1.39,4.4,2.232,66.2,5.2,9.2,121.904,0.16,-0.361826369858107
0.4,0,8.2,0,44.6,7.9129232,0.5119714,4.17999704723071,1.48,3.8,2.004,60.2,5,8.6,102.91717,0.98,-0.49909079425467
0.4,0,10,0,42.8,8.5483106,0.32571296,4.49600732876926,1.39,3.6,2.09,70.4,4.8,10.4,98.2178,0.55,-0.201806289557652
0.4,0,8.4,0,44.8,7.9962964,0.53637076,4.2463712320691,1.43,4,2.026,65,5,8.8,103.3808,0.87,-0.277687682460027
1,0,9,14,78,8.95883,2.125105,5.57265754560531,1.35,6,2.28,68,6,10,195.084,0,-0.312314032357762
1.8,0,5.8,14,75.6,8.058582,0.473338312,4.2860356235569,1.35,6.8,1.976,60,6,7.6,187.9824,0.38,-0.721889441955653
1,0,8.2,2.8,51.6,7.758886,1.3393346,4.52741039357956,1.35,6,2.28,65.6,5.2,9.2,121.3412,0,-0.337023329559969
1,0,7.4,2.8,50.8,7.680166,1.2620386,4.44907224558538,1.31,7.6,2.216,63.2,5.2,8.4,119.8728,0.0799999999999996,-0.402313643658061
1.8,0,2.6,2.8,32.4,7.040958,0.568525184,3.73087030617286,1.55,3.6,1.544,28.8,4.4,4.4,74.9815296,0.92,-1.15547236715699
1.8,1.6,9.8,2.8,55.6,7.6669004,1.31467716,4.46836030636801,1.43,4.4,2.024,80,5.2,13.2,133.9848,0.32,0.0364442064428943
1.8,0,4.2,14,74,7.8314228,0.688108384,4.36333727315597,1.43,5.2,1.656,55.2,6,6,183.775104,0.78,-1.03457708665789
1.8,0,5.8,2.8,50,7.48727,0.866621,4.19948660175243,1.35,6.8,1.976,60.8,5.2,7.6,117.4168,0.38,-0.697846959860698
1.8,0,3.4,2.8,33.2,7.254262,0.485457,3.80037654807806,1.39,4.4,1.688,54.4,4.4,5.2,77.3104,0.74,-1.06526730996026
1.8,0.8,9.8,14,80.4,6.67839584,0.681063552,3.53430639981984,1.79,3.6,1.752,76,6,12.4,202.52344,0.66,-0.197042120459599
1.8,0,4.2,2.8,34,7.1887156,0.8471506,3.95968628185538,1.35,5.2,1.76,56.8,4.4,6,79.77,0.65,-0.992659174356021
1.8,0,5,14,74.8,8.08299,1.078221656,4.61106305000234,1.35,6,2.344,57.6,6,6.8,186.0888,0.0800000000000001,-0.926552246556611
1.8,0,2.6,2.8,46.8,6.765574,0.67405476,3.63153650532499,1.71,3.6,1.432,33.6,5.2,4.4,110.14148,1.06,-1.04871816256033
1.8,0,9.8,2.8,39.6,9.3071236,-0.070979,4.86065230728397,1.35,2.8,1.776,74.4,4.4,11.6,91.344,0.63,0.0062897753387289
1.8,0,3.4,2.8,47.6,7.0990668,0.7716522,3.86774960221841,1.51,4.4,1.52,52.8,5.2,5.2,111.996,0.95,-1.01558653395747
1.5,0,7,14,76.5,8.396175,1.09275082,4.72942391911667,1.35,6.5,2.09,63,6,8.5,190.6455,0.38,-0.407946808357309
1,0,8.5,7,61.5,8.208865,1.6339985,4.89417560498505,1.35,6,2.28,66.5,5.5,9.5,148.99475,0,-0.291889983959635
1,0,8,7,61,8.159665,1.5856885,4.84107481668007,1.325,7,2.24,65,5.5,9,148.077,0.0799999999999996,-0.262794756060401
1.5,0,5,7,49.5,7.76016,1.152242615,4.33665355107687,1.475,4.5,1.82,43.5,5,6.5,120.019956,0.92,-0.31415855605789
1.5,1,9.5,7,64,8.151374,1.6185876,4.85418136859568,1.4,5,2.12,75.5,5.5,12,156.897,0.32,0.0904793479431021
1.5,0,6,14,75.5,8.2542005,1.226982115,4.78255665256013,1.4,5.5,1.89,60,6,7.5,188.01594,0.78,-0.640233657358266
1.5,0,7,7,60.5,8.039105,1.3385525,4.66950675778139,1.35,6.5,2.09,63.5,5.5,8.5,146.542,0.38,-0.317942435055528
1.5,0,5.5,7,50,7.893475,1.100325,4.38697365790617,1.375,5,1.91,59.5,5,7,121.4755,0.74,-0.4675625965601
1.5,0.5,9.5,14,79.5,7.53355865,1.222579095,4.1924076661331,1.625,4.5,1.95,73,6,11.5,199.73365,0.66,-0.129492309059941
1.5,0,6,7,50.5,7.8525085,1.3263835,4.50102442978339,1.35,5.5,1.955,61,5,7.5,123.01275,0.65,-0.527950779857719
1.5,0,6.5,14,76,8.41143,1.47080291,4.95049978694583,1.35,6,2.32,61.5,6,8,189.462,0.0800000000000001,-0.59673843716061
1.5,0,5,7,58.5,7.588045,1.2181986,4.26412465494769,1.575,4.5,1.75,46.5,5.5,6.5,141.994925,1.06,-0.401255120758805
1.5,0,9.5,7,54,9.1765135,0.7525525,5.11631742336827,1.35,4,1.965,72,5,11,130.2465,0.63,-0.184417262854339
1.5,0,5.5,7,59,7.796478,1.279197,4.43542103804758,1.45,5,1.805,58.5,5.5,7,143.154,0.95,-0.621889647157303
1.2,0,8.2,14,77.4,8.733768,1.712163328,5.21868051767393,1.35,6.2,2.204,66,6,9.4,193.3086,0.38,-0.361534663853462
1,0,8.8,11.2,71.4,8.658844,1.9286624,5.29065244149263,1.35,6,2.28,67.4,5.8,9.8,176.6483,0,-0.309054516764235
1,0,8.6,11.2,71.2,8.639164,1.9093384,5.26761627751685,1.34,6.4,2.264,66.8,5.8,9.6,176.2812,0.0799999999999996,-0.249490838358696
1.2,0,7.4,11.2,66.6,8.479362,1.735960046,5.04079811912827,1.4,5.4,2.096,58.2,5.6,8.6,165.0583824,0.92,-0.423463147558294
1.2,0.4,9.2,11.2,72.4,8.6358476,1.92249804,5.27331619288644,1.37,5.6,2.216,71,5.8,10.8,179.8092,0.32,-0.343768351255648
1.2,0,7.8,14,77,8.6769782,1.765855846,5.24205366283854,1.37,5.8,2.124,64.8,6,9,192.256776,0.78,-0.089353340858878
1.2,0,8.2,11.2,71,8.59094,1.810484,5.19213309357082,1.35,6.2,2.204,66.2,5.8,9.4,175.6672,0.38,-0.159944568759755
1.2,0,7.6,11.2,66.8,8.532688,1.715193,5.06411341920724,1.36,5.6,2.132,64.6,5.6,8.8,165.6406,0.74,-0.292809864858072
1.2,0.2,9.2,14,78.6,8.38872146,1.764094638,4.97304988609576,1.46,5.4,2.148,70,6,10.6,196.94386,0.66,-0.365380176556727
1.2,0,7.8,11.2,67,8.5163014,1.8056164,5.11637020597855,1.35,5.8,2.15,65.2,5.6,9,166.2555,0.65,-0.210100047256645
1.2,0,8,14,77.2,8.73987,1.863384164,5.31492366831512,1.35,6,2.296,65.4,6,9.2,192.8352,0.0800000000000001,-0.293298173058219
1.2,0,7.4,11.2,70.2,8.410516,1.76234244,5.00690521664068,1.44,5.4,2.068,59.4,5.8,8.6,173.84837,1.06,-0.461931880857236
1.2,0,9.2,11.2,68.4,9.0459034,1.576084,5.38543025129249,1.35,5.2,2.154,69.6,5.6,10.4,169.149,0.63,-0.258130860957834
1.2,0,7.6,11.2,70.4,8.4938892,1.7867418,5.08640987862071,1.39,5.6,2.09,64.2,5.8,8.8,174.312,0.95,-0.309480102760944
2,0,5,14,75,7.83352,0.06039664,4.01378524046435,1.35,7,1.9,58,6,7,186.207,0,-0.511985044558031
1.2,0,7.4,2.8,51,7.533824,0.926392928,4.23982780623597,1.35,6.2,2.204,63.6,5.2,8.6,119.5658,0.38,-0.364235665757377
1.2,0,6.6,2.8,50.2,7.455104,0.849096928,4.16646572299612,1.31,7.8,2.14,61.2,5.2,7.8,118.0974,0.3,-0.500515718459582
2,0,1.8,2.8,31.8,6.815896,0.155583512,3.49388420541776,1.55,3.8,1.468,26.8,4.4,3.8,73.2061296,0.54,-1.08508236745817
2,1.6,9,2.8,55,7.4418384,0.901735488,4.18452859985627,1.43,4.6,1.948,78,5.2,12.6,132.2094,0.0600000000000001,-0.379168728958547
2,0,3.4,14,73.4,7.6063608,0.275166712,4.08617666402577,1.43,5.4,1.58,53.2,6,5.4,181.999704,0.4,-1.23920220355555
2,0,5,2.8,49.4,7.262208,0.453679328,3.93273384080119,1.35,7,1.9,58.8,5.2,7,115.6414,0,-0.575581041956838
2,0,2.6,2.8,32.6,7.0292,0.072515328,3.55897538812886,1.39,4.6,1.612,52.4,4.4,4.6,75.535,0.36,-1.07345630385586
2,0.8,9,14,79.8,6.45333384,0.26812188,3.30980610261538,1.79,3.8,1.676,74,6,11.8,200.74804,0.28,1.0171628894432
2,0,3.4,2.8,33.4,6.9636536,0.434208928,3.7081657155688,1.35,5.4,1.684,54.8,4.4,5.4,77.9946,0.27,-0.989508640256616
2,0,4.2,14,74.2,7.857928,0.665279984,4.31816681859275,1.35,6.2,2.268,55.6,6,6.2,184.3134,0.46,-0.895136159658222
2,0,1.8,2.8,46.2,6.540512,0.261113088,3.40086012005294,1.71,3.8,1.356,31.6,5.2,3.8,108.36608,0.68,-1.04514449155883
2,0,9,2.8,39,9.0820616,-0.483920672,4.55190208470892,1.35,3,1.7,72.4,4.4,11,89.5686,0.25,-0.699999108262063
2,0,2.6,2.8,47,6.8740048,0.358710528,3.62206888385887,1.51,4.6,1.444,50.8,5.2,4.6,110.2206,0.57,-1.04707337055785
1.5,0,6.5,7,60,7.64621,0.60164432,4.15360731951444,1.35,6.5,2.09,61.5,5.5,8,144.55625,0.38,-0.512898938958614
1.5,0,6,7,59.5,7.59701,0.55333432,4.10854154321681,1.325,7.5,2.05,60,5.5,7.5,143.6385,0.3,-0.540946936757763
2,0,3,7,48,7.197505,0.119888435,3.68044741051056,1.475,5,1.63,38.5,5,5,115.581456,0.54,-0.740848973658075
2,1,7.5,7,62.5,7.588719,0.58623342,4.1196648608834,1.4,5.5,1.93,70.5,5.5,10.5,152.4585,0.0600000000000001,-0.497831451458268
2,0,4,14,74,7.6915455,0.194627935,4.05887812808198,1.4,6,1.7,55,6,6,183.57744,0.4,-0.868031988657975
2,0,5,7,59,7.47645,0.30619832,3.96293451912258,1.35,7,1.9,58.5,5.5,7,142.1035,0,-0.578721779856068
2,0,3.5,7,48.5,7.33082,0.06797082,3.72315326761794,1.375,5.5,1.72,54.5,5,5.5,117.037,0.36,-0.937389452260476
2,0,4,7,49,7.2898535,0.29402932,3.81994630470941,1.35,6,1.765,56,5,6,118.57425,0.27,-0.800375916757702
2,0,4.5,14,74.5,7.848775,0.43844873,4.20140873763676,1.35,6.5,2.13,56.5,6,6.5,185.0235,0.46,-0.802408607159094
2,0,3,7,57,7.02539,0.18584442,3.61889331475404,1.575,5,1.56,41.5,5.5,5,137.556425,0.68,0.36948378924447
2,0,7.5,7,52.5,8.6138585,-0.27980168,4.34213547160342,1.35,4.5,1.775,67,5,9.5,125.808,0.25,-0.62977754705841
2,0,3.5,7,57.5,7.233823,0.24684282,3.76426977201179,1.45,5.5,1.615,53.5,5.5,5.5,138.7155,0.57,-1.00997745145921
1.8,0,5.6,11.2,69,7.758596,0.276895712,4.06914019936113,1.35,6.8,1.976,59.4,5.8,7.4,169.5467,0.38,-0.681445162156678
1.8,0,5.4,11.2,68.8,7.738916,0.257571712,4.05142265281852,1.34,7.2,1.96,58.8,5.8,7.2,169.1796,0.3,-0.56053464325575
2,0,4.2,11.2,64.2,7.579114,0.084193358,3.87697254549232,1.4,6.2,1.792,50.2,5.6,6.2,157.9567824,0.54,-0.714919790257198
2,0.4,6,11.2,70,7.7355996,0.270731352,4.05580656482557,1.37,6.4,1.912,63,5.8,8.4,172.7076,0.0600000000000001,-0.512229811057267
2,0,4.6,14,74.6,7.7767302,0.114089158,4.03176196557086,1.37,6.6,1.82,56.8,6,6.6,185.155176,0.4,-0.787819903957796
2,0,5,11.2,68.6,7.690692,0.158717312,3.99336711778438,1.35,7,1.9,58.2,5.8,7,168.5656,0,-0.572267239657748
2,0,4.4,11.2,64.4,7.63244,0.063426312,3.89490478085661,1.36,6.4,1.828,56.6,5.6,6.4,158.539,0.36,-0.705577577859884
2,0,4.6,11.2,64.6,7.6160534,0.153849712,3.93509645742053,1.35,6.6,1.846,57.2,5.6,6.6,159.1539,0.27,-0.737172851756412
2,0,4.8,14,74.8,7.839622,0.211617476,4.08780765594487,1.35,6.8,1.992,57.4,6,6.8,185.7336,0.46,-0.68364737945646
